eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,strdate,datetime,date,idate
2.00407E+11,2004,7,17,,0,,95,Iraq,10,Middle East & North Africa,Babil,Mahmudiyah,33.055377,44.37146,1,0,,07/17/2004: A suicide car bomber belonging to the Tawhid and Jihad group attacked the Iraqi National Guard headquarters in Mahmudiyah.  The attack left one National Guard member killed and more than 50 others wounded.  The attack was claimed by the Tawhid and Jihad group via a website posting.,1,1,1,1,1,Insurgency/Guerilla Action,0,1,1,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Iraqi National Guard,Iraqi National Guard Headquarters in Mahmudiyah,95,Iraq,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,Unknown,0,,,1,0,1,7,"Posted to website, blog, etc.",,,,,,,-9,6,Explosives/Bombs/Dynamite,15,Vehicle,,,,,,,,,,,,,,2,0,1,,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"“Iraq: 1 National Guard Killed, 50 Persons Wounded in Al-Mahmudiyah Attack,” Al-Jazirah Satellite Channel Television, July 17, 2004.","“Attacks on Iraqi officials intensify: Justice minister escapes harm, police chief killed,” Calgary Herald, July 18, 2004.","“Iraqi justice minister targeted: Car bomb kills 5. Insurgents also hit Iraqi National Guard,” The Gazette (Montreal, Quebec), July 18, 2004.",CETIS,0,0,0,0,,7/17/04,7/17/04,7/17/04,1293
2.00407E+11,2004,7,21,,0,,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,"07/21/2004: Iraqi insurgents belonging to a group called the Holders of the Black Banners kidnapped six truck drivers working for a Kuwaiti company in Iraq.  The kidnappers demanded that Kenya, India and Egypt remove all their civilians working in Iraq in exchange for the lives of the abducted workers.  The insurgents also demanded that the Kuwaiti company withdraw from its operations in Iraq within 72 hours.  The outcome of the hostage situation was unknown.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,,1,Business,4,Multinational Corporation,Kuwaiti Company,A Kuwaiti company operating in Iraq,106,Kuwait,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Foreign Workers,Foreign workers employed with a Kuwaiti company in Iraq,999,Multinational,,,,,,,,,Holders of the Black Banners,,,,,,"The kiddnapping was an effort to force the Kuwaiti company from continuing to help with the reconstruction effort in Iraq.  Also, the kidnappers wanted to force the governments of India, Kenya and Egypt to remove all their workers from Iraq.",1,,,,0,1,6,Video,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,,0,0,0,,,,,1,6,0,,-99,,Unknown,0,,,,,,7,Unknown,-99,"A group calling itself the Holders of the Black Banners released a videotape, photographs and a statement taking responsibility for the abductions. It was not clear whether the men were seized in a group or in separate incidents.","Ian Fisher, “Iraqi Insurgents Report Grabbing 6 More Hostages,” The New York Times, July 22, 2004.","Ravi Nessman, “Iraqi terrorists seize, threaten 6 more hostages,” Ottawa Citizen, July 22, 2004.",,CETIS,0,1,1,1,,7/21/04,7/21/04,7/21/04,1297
2.00407E+11,2004,7,26,,1,8/9/04,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,1,"Reports stated that the two men were seized while driving near Baghdad, Iraq.","07/26/2004: Two Jordanian truck drivers, Fayez Saad al-Udwan and Ahmed Salama Hassan (Mohammad Ahmed Salamaal-Manaya'a), were kidnapped by a group calling itself the Mujahedeen Corps in Iraq, near Baghdad. The group threatened to kill the two men if the drivers’ company called Daoud & Partners, owned by Rami al- Ouweiss, failed to leave Iraq within 72 hours. The two men were released on August 09, 2004.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,,,Daoud & Partners,Truck Drivers Fayez Saad al-Udwan and Ahmed Salama Hassan (Mohammad Ahmed Salamaal-Manaya'a),102,Jordan,,,,,,,,,,,,,,,,,Mujahedeen Corps in Iraq,,,,,,"In a video, the Mujahedeen Corps in Iraq demanded the Jordanian company Daoud & Partners, owned by Rami al-Ouweiss, to stop all business with the U.S. Military within 72 hours.",1,,,,0,1,6,Video,,,,,,,-9,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,"In the video made by the Mujahedeen Corps in Iraq, one of the men was holding a sword.",0,0,0,0,0,0,0,,,,,1,2,0,,14,,,0,,,,,,2,Hostage(s) released by perpetrators,2,"The two Jordanian truck drivers were released on August 09, 2004. Their names were Fayez Saad al-Udwan and Ahmed Salama Hassan (Mohammad Ahmed Salamaal-Manaya'a).","Rawya Rageh, “Militant group in Iraq kidnaps two Jordanian drivers, demands their company leave Iraq,” The Associated Press, July 26, 2004.","“Five hostages freeing in Iraq – sources,” Xinhua General News Service, August 10, 2004.","Ian Fisher, “Jordanian Company to quit Iraq to save lives of 2 hostages,” The New York Times, July 28, 2004.",CETIS,0,1,1,1,,7/26/04,7/26/04,7/26/04,1302
2.00407E+11,2004,7,28,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.75,44.633333,1,0,,"07/28/2004: A minibus packed with explosives was detonated by a suicide attacker while targeting the al-Najda police station in Baqouba, Iraq. The blast killed at least 70 people, mostly civilians, and injured 56. The attack took place in the middle of the downtown part of the city, where hundreds were lined up to join the Iraqi police force. The blast wrecked nearby shops and burned vehicles. Officials suspected the group of followers of Abu Mussab al-Zarqawi, al-Qa'ida's Iraqi chief, who had made claims on other attacks in the city.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Iraqi Police Service (IPS),Iraq Policemen at al-Najda Police Station,95,Iraq,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians lined up to join the Iraqi police force,95,Iraq,,,,,,,,,Tawhid and Jihad,,,,,,Unknown,1,,,1,0,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15,Vehicle,,,,,,,,,,,,,"The suicide bomber packed a vehicle, a minibus, with explosives.",70,0,1,56,0,0,1,2,Major (likely > $1 million but < $1 billion),,The blast wrecked nearby shops and burned vehicles.,0,,,,,,,,,,,,,,,,,"“More than 120 killed in Iraq; Powell, Saudis discuss sending Arab-Muslim forces,” Agence France Presse, July 29, 2004.","“Muslim troops mooted as car bomb kills 68 Iraqis,” Australian Broadcasting Corporation, July 29, 2004.","“Iraqi Health Ministry says 76 civilians killed in past 24 hours,” Deutsche Presse-Agentur, July 29, 2004.",CETIS,0,0,0,0,,7/28/04,7/28/04,7/28/04,1304
2.00407E+11,2004,7,29,,1,8/2/04,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,"07/29/2004: Ali Ahmad Moussa, a Somali truck driver working for a Kuwaiti company, was kidnapped in Iraq by the group formed by Al-Qa`ida operative Abu Mussab al-Zarqawi. The group, Tawhid and Jihad, released a videotape showing Moussa seated in front of masked gunmen. The captors threatened to kill Moussa within 48 hours unless his company agreed to pull all its business from Iraq. Moussa was released on August 2, 2004 after his Kuwaiti company agreed to withdraw from Iraq.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,,,An unnamed Kuwaiti Company,"Ali Ahmad Moussa, employee of an unnamed Kuwaiti Company",182,Somalia,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,"In a video released to Al-Jazeera television, three masked men held the Somali captive and demanded that his Kuwaiti employer leave Iraq within 48 hours.",0,,,,0,1,6,Video,,,,,,,-9,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,The three men in the released video were holding automatic assault rifles.,0,0,0,0,0,0,0,,,,,1,1,0,,4,,,0,,,,,,2,Hostage(s) released by perpetrators,1,,"“Somali taken hostage in Iraq: Al-Jazeera,” Agence France Presse, July 29, 2004.","“Iraq group to release Somali hostage: TV,” Agence France Press, August 02, 2004.",,CETIS,0,1,1,1,,7/29/04,7/29/04,7/29/04,1305
2.00407E+11,2004,7,31,,1,8/4/04,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,"07/31/2004: Militants from Tawhid and Jihad, led by Abu Musab al-Zarqawi, kidnapped two Turkish truck drivers in Iraq. In a video the group demanded that the Turkish company withdrawal its services in Iraq or the two hostages, Abdulrahman Demir and Sait Unurlu, would be executed. The company, Oztur Transportation Company, followed the demands and the two hostages were released on August 04, 2004.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,,,Oztur Transportation Company,Two truck drivers of Oztur Transportation Company,209,Turkey,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,"In a video, the group demanded that the Turkish company withdrawal its services in Iraq or the two hostages would be executed.",1,,,,0,1,6,Video,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,2,0,,4,,,0,,,,,,2,Hostage(s) released by perpetrators,2,"Abdulrahman Demir and Sait Unurlu were kidnapped while driving a truck in Iraq at an unknown location within the country. The Turkish company, Oztur Transportation Company, agreed to pull its business from Iraq.","“Roundup: Two Turks kidnapped in Iraq, threatened with death Eds: Reledes with two more two more Turks kidnapped,” Deutsche Presse-Agentur, July 31, 2004.","“Militant group says it will free Turkish hostages,” Associated Press Worldstream, August 4, 2004.","Sibel Utku Bila, “Turkey hopes truckers pullout will save hostages in Iraq,” Agence France Presse, August 03, 2004.",CETIS,0,1,1,1,,7/31/04,7/31/04,7/31/04,1307
2.00408E+11,2004,7,0,"July 29-30, 2004",1,8/2/04,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1,-9,Between miltiary camps in or near Mosul,"7/29/2004: Two Turkish nationals were kidnapped in the vicinity of Mosul, Ninawa governorate, Iraq.  The two civilians worked for Bilintur catering company, which was subcontracted out to provide services to U.S. soldiers.  On August 2, 2004, members of the Tawhid and Jihad released a video showing the assassination of one of the captives.  Before being shot in the head, the victim read a statement urging Turkish companies to leave Iraq.  The fate of the other captive is unknown.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,,1,Business,7,Retail/Grocery/Bakery,Turkish businesses,"Two employees of Bilintur catering company (one was named Murat Yuce), specifically, and Turkish companies in Iraq, in general",209,Turkey,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,"The assailants released a video urging Turkish companies to withdraw from Iraq.  In addition, they said that they were executing the hostage because Ankara had not ceased support of the U.S.",0,,,-99,0,1,6,Video,,,,,,,0,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,The assailant was shot three times in the head,1,0,0,0,0,0,0,,,,,1,2,0,-99,-99,,,0,,,,,,6,Combination,-99,A major truckers' group announced that they would stop providing services to U.S. troops following this incident.,"""Iraqi militants execute Turkish hostage,"" Agence France Presse, August 2, 2004.",,,UMD Miscellaneous,0,1,1,1,,7-0-2004,7/1/04,7/1/04,1277
2.00408E+11,2004,8,4,,1,,95,Iraq,10,Middle East & North Africa,Najaf,Najaf,32.000596,44.330818,1,0,,08/04/2004: Six Iraqi policemen in Najaf were kidnapped by forces loyal to Shiite cleric Muqtada al-Sadr. Al-Sadr hoped to pressure the Iraqi police to release some of his men from prison.,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,3,Police,25,Police Security Forces/Officers,Iraqi Police Service (IPS),Najaf policemen,95,Iraq,,,,,,,,,,,,,,,,,Mahdi Army,,,,,,Al-Sadr hoped to pressure the Iraqi police to release some of his men from prison.,0,,,,,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,6,0,,-99,,,0,,,,,,7,Unknown,-99,,"“Six Iraqi policemen kidnapped by militia: Najaf governor,” Agence France Presse, August 04, 2004.","“Al-Sadr's Militia Kidnaps Iraqi Officers,” Associated Press, August 04, 2004.",,CETIS,0,0,0,0,,8/4/04,8/4/04,8/4/04,1311
2.00408E+11,2004,8,8,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,1,This incident occurred on a road between Baghdad and Karbala.,"08/08/2004: Fereydun Jahani, an employee at the Iranian Consulate in Karbala, Iraq, was allegedly kidnapped by Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq), an Iraqi militia group. The Iranian diplomat was driving from Baghdad to Karbala at the time of the attack. The militia group later videotaped a bearded man identified as Jahani, showing various forms of identification, and accused him of stirring sectarian strife in Iraq. The video was shown on the Arab language Al-Arabiya television station.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Iranian Government,"Fereydun Jahani, an Iranian diplomat in Karbala, Iraq",94,Iran,,,,,,,,,,,,,,,,,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),,,,,,Unknown,0,,,,,1,6,Video,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,1,0,,-99,,,0,,,,,,7,Unknown,-99,,"“Teheran confirms kidnapping of Iranian diplomat in IraqEds: Diplomat, not consul, also unclear where abducted, plus more,” Deutsche Presse-Agentur, August 08, 2004.","“Militants say they have kidnapped Iranian diplomat,” The Associated Press, August 08, 2004.","“Iraq group holds Iranian consul for allegedly stirring sectarian strife,” AFX News Limited, August 08, 2004.",CETIS,0,1,1,1,,8/8/04,8/8/04,8/8/04,1315
2.00408E+11,2004,8,0,8/11/04,1,,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,,,5,-9,Unknown,"8/11/2004: Members of Tawhid and Jihad released pictures and video of the execution of Mohammed Fawzi Abdaal Mutwalli, an Egyptian national in Iraq.  Images show the decapitation of the victim.  The authenticity of the images is unknown and family members do not have knowledge of Mutwalli's disappearance.  In a statement, the Tawhid and Jihad claimed that Mutwalli was a spy for the American government.",1,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,,14,Private Citizens & Property,68,Named Civilian,A civilian,"Mohammed Fawzi Abdaal Mutwalli, an Egyptian national who was accused of being an American spy",60,Egypt,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,The assailants released a statement indicating that they believed the victim was a spy for the Central Intelligence Agency (CIA),0,,,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,0,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,The victim's head was cut off and placed on his back,1,0,0,0,0,0,0,,,,,1,1,0,-99,-99,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,"The authenticity of the photos/video were not confirmed.  In addition, family members do not report that the victim was missing.  This is coded possibly purely criminal act because it may be a false claim.","Maggie Michael, ""Islamic Web Site Has Pictures of Beheading,"" Associated Press, August 13, 2004.",,,UMD Miscellaneous,0,1,1,1,,8-0-2004,8/1/04,8/1/04,1308
2.00408E+11,2004,8,20,,1,,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,"08/20/2004: Members of the Ansar al-Sunna Army kidnapped 12 Nepalese workers in Iraq. On August 31, 2004, the kidnappers killed the workers in a video, showing one of the victims being beheaded and all 11 others being shot in a series of execution-style slayings. The video of the executions was posted to an Islamic website. The Ansar al-Sunna Army claimed responsibility for the incident.",1,1,1,0,,,0,1,0,2,Armed Assault,6,Hostage Taking (Kidnapping),,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Civilians,Nepalese construction workers under contract with the Morning Star Company in Iraq,141,Nepal,,,,,,,,,,,,,,,,,Ansar al-Sunna,,,,,,The group was using the incident to publicize its efforts to remove the United States and U.S. allies from Iraq.,0,,,,0,1,6,Video,,,,,,,-9,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,12,0,0,0,0,0,0,,,,,1,12,0,,11,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"“Web site reports that 12 Nepalese hostages were killed in Iraq,” Associated Press, August 31, 2004.","“Militant Web site reports that 12 Nepalese hostages slain in Iraq,” Associated Press, August 31, 2004.","“Web site reports that 12 Nepalese hostages were killed in Iraq,” Associated Press Worldstream, August 31, 2004.",CETIS,0,1,1,1,,8/20/04,8/20/04,8/20/04,1327
2.00408E+11,2004,8,24,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,,"08/24/2004: Unknown perpetrators launched bomb attacks within one half hour of each other on two Iraqi interim government ministers in southeastern Baghdad. The bombs failed to kill or injure either official. The first explosion was the result of a suicide car bomb around 8 a.m. that targeted interim Environment Minister Mishkat Moumin, as her convoy left a guarded and barricaded compound where many Iraqi ministers live and work. Jama'at al-Tawhid wa al-Jihad (JTJ), led by the Al-Qa`ida-linked militant Abu Musab al-Zarqawi, claimed responsibility for the first attack in a statement posted on an Islamic website.",1,1,1,0,,,1,0,1,3,Bombing/Explosion,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Iraqi Environment Ministry,"A convoy carrying Iraq's Environment Minister, Mishkat Moumin",95,Iraq,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,Unknown,0,,,,0,1,7,"Posted to website, blog, etc.",,,,,,,-9,6,Explosives/Bombs/Dynamite,15,Vehicle,,,,,,,,,,,,,A suicide bomber detonated a device hidden in a vehicle while he was parked at an intersection.,5,0,1,10,0,0,1,3,Minor (likely < $1 million),,At least one car was destroyed in the explosion.,0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. This was one of two related attacks (cf. 200408240003-04). Reports on the two attacks did not distinguish the number of people killed in each individual attack; so the number of casualties has been split evenly across both cases in order to preserve the statistical accuracy of the database.","“At least five killed in failed attacks on two Iraqi officials,” Chattanooga Times Free Press (Tennessee), August 25, 2004.","Dean Yates, “Bodyguards die as bombs target ministerial convoys,” Courier Mail (Queensland, Australia), August 25, 2004.","Dean Yates, “Suicide car bomb attacks target key Iraqi ministers,” Courier Mail (Queensland, Australia), August 25, 2004.",CETIS,0,0,0,0,2.00408E+11,8/24/04,8/24/04,8/24/04,1331
2.00408E+11,2004,8,24,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,,"08/24/2004: Unknown perpetrators attacked two Iraqi interim government ministers with bombs about one half-hour apart in southeastern Baghdad, but failed to kill or injure either official. The second explosion, a roadside bomb about six miles away from the first attack, targeted interim Education Minister Sami al Mudhaffar as his convoy passed on its way to pick him up. The two bombings resulted in the deaths of five people and injured several others. No group claimed responsibility for the bombing, but the Jama'at al-Tawhid wa al-Jihad (JTJ), led by the Al-Qa`ida-linked militant Abu Musab al-Zarqawi, claimed responsibility for the first attack in a statement posted on an Islamic website.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Iraqi Education Ministry,"A convoy en-route to pick-up Education Minister, Sami Mudhafar",95,Iraq,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,Unknown,0,,,,0,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,12,Remote Trigger,,,,,,,,,,,,,,1,0,0,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,This was one of two related attacks (cf. 200408240003-04). Reports on the two attacks did not distinguish the number of people killed in each individual attack; so the number of casualties has been split evenly across both cases in order to preserve the statistical accuracy of the database.,"“At least five killed in failed attacks on two Iraqi officials,” Chattanooga Times Free Press (Tennessee), August 25, 2004.","Dean Yates, “Bodyguards die as bombs target ministerial convoys,” Courier Mail (Queensland, Australia), August 25, 2004.","Dean Yates, “Suicide car bomb attacks target key Iraqi ministers,” Courier Mail (Queensland, Australia), August 25, 2004.",CETIS,0,0,0,0,2.00408E+11,8/24/04,8/24/04,8/24/04,1331
2.00408E+11,2004,8,27,,1,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,,"08/27/2004: A group calling itself the Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq) executed Italian journalist Enzo Baldoni after holding him for a week. The Arabic-language satellite news channel, Al-Jazeera, reported that it had received a videotape showing the journalist after his execution. The group had wanted Italy to withdraw its military contingent in Iraq, numbering 3,000 troops, in return for Baldoni’s release.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),1,Assassination,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Italian Journalist,"Enzo Baldoni, an Italian journalist working in Baghdad",98,Italy,,,,,,,,,,,,,,,,,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),,,,,,The group wanted Italy to withdraw its military forces from Iraq in exchange for the victim's life.,0,,,,0,1,6,Video,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,1,1,0,,7,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,"The Italian government, a supporter of the US-led invasion of Iraq, rejected the kidnappers' ultimatum, saying it would maintain its civil and military presence in Iraq.","“Islamist group executes Italian hostage in Iraq - Al-Jazeera,” AFX.COM, August 27, 2004.","“Islamist group executes Italian hostage in Iraq: Al-Jazeera,” Agence France Presse, August 27, 2004.","“Sistani-Sadr deal brings hope of peace to Najaf as kidnappers kill Italian hostage,” Agence France Presse, August 27, 2004.",CETIS,0,1,1,1,,8/27/04,8/27/04,8/27/04,1334
2.00409E+11,2004,9,2,,0,,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,,,5,-9,Unknown,"9/2/2004: Member of Tawhid and Jihad released a video and statement claiming to have killed three Turkish nationals in Iraq.  The identity of the victims is unknown.  However, three bodies were located outside of Samarra; two were identified as Turkish and authorities suspect they may have been victims in the video release.  The motive behind the incident is unknown; the video statement did not directly address the purpose of targeting the Turkish nationals.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,Three Turkish nationals,209,Turkey,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,"Specific motive is unknown; however, the assailants released a video stating that the time of forgiveness had passed and there were only killings left",0,,,-99,0,1,6,Video,,,,,,,0,13,Unknown,,,,,,,,,,,,,,,No specific mention of weapons was made,3,0,0,0,0,0,0,,,,,1,3,0,-99,-99,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,It is unclear where the hostage-taking took place and where the killings occurred.,"""Turkey says it is only helping Iraq as Turkish hostages reported killed,"" Agence France Presse, September 2, 2004.","""Bodies of Two Slain Turks Found in Iraq,"" Associated Press, September 2, 2004.",,UMD Miscellaneous,0,1,1,1,,9/2/04,9/2/04,9/2/04,1340
2.00409E+11,2004,9,4,,0,,95,Iraq,10,Middle East & North Africa,At Tamim,Kirkuk,35.46883,44.39098,1,0,,"09/04/2004: A Police Academy in Kirkuk Iraq was attacked by a suicide bomber in a car, killing 20 and wounding 36. Tawhid and Jihad claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Iraqi Police Service (IPS),Police Academy in Kirkuk Iraq,95,Iraq,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,Unknown,0,,,1,0,1,10,Unknown,,,,,,,-9,6,Explosives/Bombs/Dynamite,13,Suicide (carried bodily by human being),,,,,,,,,,,,,,20,0,1,36,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"Yehia Barzanji, “Car Bomb Kills at Least 20 at Iraq Academy,” Associated Press Online, September 4, 2004.","Erik Eckholm, “Suicide Blast Kills 17, in Worst of Several Attack in Iraq, New York Times, September 5, 2004.",,CETIS,0,0,0,0,,9/4/04,9/4/04,9/4/04,1342
2.00409E+11,2004,9,7,,1,9/28/04,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,,"09/07/2004: Two Italian women, Simona Pari and Simona Torretta, employees of the Italian aid agency, Un Ponte Per were abducted from their office in Baghdad. Also abducted were two Iraqis, a male employee of Un Ponte Per and a female who worked for the Italian organization, Intersos. A group called Al Zawahiri Loyalists claimed responsibility for the attack. The hostages were released on September 28, 2004.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,12,NGO,62,International NGO,Aid Workers,"Italian Citizens in Baghdad, Iraq",98,Italy,12,NGO,62,International NGO,Aid Worker,Iraqi Citizens,95,Iraq,,,,,,,,,Al Zawahiri Loyalists,,,,,,The kidnapping was intended to inflict ''punishment'' on Italy for basing troops in Iraq in support of the American-led forces.,0,,,,0,1,7,"Posted to website, blog, etc.",,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,4,0,,11,,,0,,,,,,2,Hostage(s) released by perpetrators,4,"The al-Zawahiri loyalists said it had kidnapped the two Italian women, because they were ''spies'' and promised to use them to ''burn the hearts'' of Italy's Prime Minister, Silvio Berlusconi, and of the Italian people.","Dexter Filkins, “Group Linked to Al Qaeda says it Seized Italian Women,” New York Times, September 9, 2004.","“2 Italian women kidnapped in Iraq,” United Press International, September 7, 2004.","Tom Rachman, “Italy works to release two women kidnapped in Iraq,” Associated Press Worldstream, September 8, 2004.",CETIS,-9,-9,1,1,,9/7/04,9/7/04,9/7/04,1345
