,Unnamed: 0,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2570,23450,200109020002,2001,9,2,,0,,4,Afghanistan,6,South Asia,Takhar,Taloqan,36.734277,69.53533900000001,1.0,0,,"09/02/2001: Rebels fired two rockets onto Taloqan, Takhar Province, hitting the home of Haji Gul Aqa. The two rockets killed four people and injured 13 others. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Civilians,"Two houses within the town of Taloqan, Afghanistan",4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,4.0,0.0,0.0,14.0,0.0,0.0,1,2.0,Major (likely > $1 million but < $1 billion),,Reports on the attack indicated that the rockets caused enormous material damage to the citizens of Taloqan.,0.0,,,,,,,,,,,,,,,,,"""Four Killed, 14 Injured in Rocket Explosions in Northern Afghanistan,” Bakhtar News Agency, September 3, 2001.",,,CETIS,-9,-9,0,-9,
2574,23492,200109100001,2001,9,10,,0,,4,Afghanistan,6,South Asia,Takhar,Khodja Baha ud din,37.345278,69.535,1.0,0,,"09/10/2001: Ahmed Shah Masood, the leader of Afghanistan's anti-Taliban opposition, was seriously injured when two Algerians posing as television journalists appeared to detonate a bomb concealed in their camera. His aide, Azim Suhail, was killed in the attack. The attack occurred in Khodja Bahauddin, in northern Afghanistan's Takhar province. One of the bombers died in the explosion and Mr. Masood's guards shot dead the second Algerian attacker as he tried to escape. Although suspect of being behind the attack, the Taliban denied responsibility.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Afghanistan Opposition,"Ahmed Shah Masood, Afghanistan opposition leader",4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,2.0,1.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,3.0,0.0,2.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Luke Harding, “Afghan Rebel Leader Blown Up in Assassination Attempt,” The Guardian, September 11, 2001.","""Camera Bomb Injures Leader,” The Herald Sun, September 10, 2001.",,CETIS,0,0,0,0,
2583,23560,200109260002,2001,9,26,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,"09/26/2001: A mob of thousands set fire to the abandoned United States Embassy in Kabul, Afghanistan. Although most of the perpetrators were pro-Taliban government workers and students, no group claimed responsibility for the attack.",1,1,1,1,2.0,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,United States Department of State,US Embassy in Kabul,217.0,United States,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The abandoned US Embassy in Kabul was set on fire.  Several of the outer buildings in the compound burned down.  Numerous abandoned vehicles in the compound were torched as well.,0.0,,,,,,,,,,,,,,,,"The protesters were heard shouting ""death to Bush"" and ""we will support Islam and bin Laden.""","""Kabul Embassy Building Torched; NATO Meets on Terror,” Agence France Presse, September 26, 2001.","""Kabul Embassy Attacked, Taliban Say US Strike Threat Recedes,” Agence France Presse, September 26, 2001.","""US Embassy Compound Ablaze,” Hobart Mercury, September 27, 2001.",CETIS,0,1,1,1,
2635,23922,200112260003,2001,12,26,,0,,4,Afghanistan,6,South Asia,Herat,Unknown,34.142307,62.28126,4.0,0,,"12/26/2001: The head of the of Shindand airport, Sarvar Yakdast, and a colleague were killed, and two others injured, by unidentified assailants in Herat, Afghanistan.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians in Heart, Iran",4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic Weapon,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,Sarvar Yakdast and his deputy Nessar Ahmad Gholami were killed in the attack.  Two of their colleagues sustained injuries and were taken to hospital.  No group or individual took responsibility for the attack.  Yakdast and the group under his command had led a guerrilla fight from mountains near Herat when Afghanistan was under the Taliban.,"“Afghanistan—Unidentified assailants kill head of Shindand airport,"" Tehran IRNA, December 27, 2001.",,,CETIS,-9,-9,0,-9,
2636,23940,200201010010,2002,1,1,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,1,The incident occurred along the highway between Kabul and Jalalabad.,01/01/2002: A vehicle carrying US special operations forces came under fire while traveling along the highway between Kabul and the eastern city of Jalalabad. A US military spokesman said a soldier was shot in the leg but his condition was not serious. The unidentified assailants fled the scene.,1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Special Forces soldiers' vehicle,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1,4.0,Unknown,,A military vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"Bryan Pearson, “Afghan peacekeeping advance party arrives in Kabul,” Agence France Presse, January 2, 2002.","Andrei Antonov, “US convoy comes under attack, one soldier wounded,” ITAR-TASS News Agency, January 2, 2002.",,CETIS,-9,-9,1,1,
2653,24030,200201210002,2002,1,17,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,The American embassy,"1/17/2002: An anti-personnel mine exploded outside of the United States embassy in Kabul, Kabul province, Afghanistan.  No one was hurt in the explosion.  When security investigated the explosion site, they discovered several other bombs that had been rigged to explode in the vicinity of the embassy and the neighboring British International Security Assistance Force headquarters.  The remaining explosive devices were safely defused.  No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,US embassy,The U.S. embassy in Kabul,217.0,United States,4.0,Military,37.0,NATO,NATO security,International Security Assistance Force headquarters in Kabul,216.0,Great Britain,,,,,,,,,Unknown,,,,,,"Specific motive is unknown; however, the incident added to a growing sense of insecurity and fear in the area.",0.0,,,-99.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,8.0,Land Mine,,,,,,,,,,,,,"An anti-personnel mine and several other bombs that had been ""booby-trapped""",0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Bomb goes off at American embassy: Helicopter crash and warnings of attack on a major installation add to the air of menace in Kabul,"" The Guardian, January 21, 2002.",,,UMD Schmid 2012,-9,-9,1,1,
2696,24324,200204080001,2002,4,8,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434166999999995,70.447778,1.0,0,,"04/08/2002: A bomb exploded 10 meters from the car carrying Afghan Defense Minister General Mohammad Qasim Fahim. Fahim survived, but 10 civilians were killed and approximately 80 civillians injured. Al Qa'ida later claimed responsibility.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Afghani Defense Minister,Mohammad Qasim Fahim,4.0,Afghanistan,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in Jalabad,4.0,Afghanistan,,,,,,,,,Al-Qa`ida,,,,,,Unknown,0.0,,,,0.0,1.0,2.0,Call (post-incident),,,,,,,-9.0,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,10.0,0.0,0.0,80.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Afghanistan: Al-Qaeda claim they attempted to kill Afghan Minister,"" InfoProd, 04/14/2002.","""Iran: Kharrazi phones Afghan minister following assassination attempt,"" BBC Monitoring International Reports, 04/09/2002.","""2nd Roundup: Bomb spares Afghan defence minister, kills at least four,"" Deutsche Presse-Agentur, 04/08/2002.",CETIS,0,1,0,1,
2701,24337,200204120001,2002,4,12,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,04/12/2002: Approximately 30 armed rebels wearing police uniforms attacked a British contingent of the International Security Assistance Force. Seven attackers were captured. There were no casualties.,1,1,1,1,1.0,Insurgency/Guerilla Action,0,0,0,2,Armed Assault,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),British soldiers,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,30.0,7.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Rezaq Mamun, ""Afghanistan: Authorities investigate attack on British troops in Kabul,"" London BBC World Service, 04/13/2002.","""AFP: Seven held as security patrol attacked in Kabul,"" Agence France Presse, 04/13/2002.",,CETIS,-9,-9,1,1,
2702,24346,200204130003,2002,4,13,,0,,4,Afghanistan,6,South Asia,Unknown,Unknown,,,5.0,0,,"04/13/2002: United States and Afghan coalition forces were attacked by approximately 20 militants. No Coalition forces were killed. Air support was called in, and 5 militants were killed.",1,1,1,0,,,0,0,0,2,Armed Assault,,,,,4,Military,37.0,NATO,US-led Coalition Forces,Coalition forces in Afghanistan,217.0,United States,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",US-led Coalition forces,Afghan troops,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,20.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,5.0,0.0,5.0,,0.0,,0,,,,,0.0,,,,,,,,,,,,,,,,,"Alexandre Peyrille, ""US troops attacked in Afghanistan, expect more clashes,"" Agence France Press, 04/15/2002.","Michelle Boorstein, ""US-led forces kill 'terrorists' as new battles erupt in Afghanistan,"" The Scotsman, 04/15/2002.","Michelle Boorstein, ""US troops shot at,"" The Gazette, 04/15/2002.",CETIS,0,1,1,1,
2703,24347,200204130004,2002,4,13,,0,,4,Afghanistan,6,South Asia,Khost,Khost,33.331806,69.951693,1.0,0,,"04/13/2002: Rocket-propelled grenades were fired at the airbase in Khost, Afghanistan. The number of dead or injured was unknown. No one was capture and none claimed responsibiltiy.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,US-led Coalition Forces,US Coalition forces in Khost,217.0,United States,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",US-led Coalition forces,Afghani troops in Khost,4.0,Afghanistan,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Alexandre Peyrille, ""US troops attacked in Afghanistan, expect more clashes,"" Agence France Press, 04/15/2002.","Michelle Boorstein, ""US-led forces kill 'terrorists' as new battles erupt in Afghanistan,"" The Scotsman, 04/15/2002.",,CETIS,-9,-9,1,1,
