eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,strdate,datetime,date,idate
200309080003,2003,9,8,,0,,4,Afghanistan,6,South Asia,Ghazni,Muqur district,32.816136,67.762998,3.0,0,,"09/08/2003: Four members of a Danish aid organization were ambushed and killed in Moqor District, Ghazni. One person managed to escape. The Taliban was blamed for the incident.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,12,NGO,62.0,International NGO,Danish Committee for Aid to Afghan Refugees (DACAAR),Danish aid workers,55.0,Denmark,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,9.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,4.0,0.0,0.0,1.0,,0.0,1,4.0,Unknown,-99.0,Vehicle damaged in gunfire,0.0,,,,,,,,,,,,,,,,,"""Unknown,"" Radio Afghanistan, Kabul, September 10, 2003.","""Program Summary,"" Radio Afghanistan, Kabul, September 10, 2003.","""Four Aid Workers Killed in Road Ambush in Eastern Afghanistan,"" Agence France-Presse, September 10, 2003.",CETIS,0,1,1,1,,9-8-2003,2003-09-08,2003-09-08,980
200309110001,2003,9,11,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,"09/11/2003: A rocket attack occurred on the main International Security Assistance Force (ISAF) base in Kabul, Afghanistan. One Canadian civilian worker was slightly injured. The Taliban was suspected.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Headquarters,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1,4.0,Unknown,-99.0,Two vehicles were destroyed and damaged was done to the building itself.,0.0,,,,,,,,,,,,,,,,,"""Rocket Attack Targets ISAF Base in Afghanistan,"" Agence France-Presse, September 11, 2003.","""Peacekeepers in Afghanistan on alert after rocket attack, blast,"" Agence France-Presse, September 12, 2003.",,CETIS,0,1,1,1,,9-11-2003,2003-09-11,2003-09-11,983
200309140001,2003,9,14,,0,,4,Afghanistan,6,South Asia,Paktia,Jani Khel district,33.666284999999995,69.786029,3.0,0,,"09/14/2003: Suspected Taliban rebels raided and set fire to a police station in southeastern Afghanistan near the border with Pakistan, but there were no injuries.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Paktika provincial police,Jani Khel police compound,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,15.0,0.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic Weapon,8.0,Incendiary,18.0,Arson/Fire,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,The police station was destroyed.,0.0,,,,,,,,,,,,,,,,,"""World In Brief,"" The Washington Post, September 14, 2003.","Amir Shah, ""Taliban destroy police station near Pakistan border, official says,"" The Associated Press, September 14, 2003.",,CETIS,0,0,0,0,,9-14-2003,2003-09-14,2003-09-14,986
200309240002,2003,9,24,,0,,4,Afghanistan,6,South Asia,Paktia,Jadran district,33.36598,69.438231,3.0,0,,"09/24/2003: A U.S. military convoy came under a rocket attack in the Zadaran area of Paktia Province, in eastern Afghanistan. Two vehicles were destroyed. The number of casualties was unknown as were the perpetrators. Taliban or al Qa'ida was suspected.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States convoy,422.0,International,,,,,,,,,,,,,,,,,Taliban,,Al-Qa`ida,,,,Unknown,1.0,1.0,,,0.0,0.0,,,0.0,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,,0.0,,,0.0,1,4.0,Unknown,-99.0,Two United States (US) military vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,The Taliban or Al Qa'ida are suspected in this attack.,"""Unknown Attackers Destroy Two US Military Vehicles in Paktia,"" Sahaar, September 24, 2003.",,,CETIS,0,1,1,1,,9-24-2003,2003-09-24,2003-09-24,996
200309250003,2003,9,25,,0,,4,Afghanistan,6,South Asia,Helmand,Oz Khushk,31.639364,64.574402,2.0,0,,"09/25/2003: A vehicle for the aid organization, the Voluntary Association for the Rehabilitation of Afghanistan, or VARA, was ambushed in southern Afghanistan. One aid worker was killed and the driver of the vehicle was injured. The Taliban and/or al Qa'ida were suspected..",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,12,NGO,61.0,Domestic NGO,Voluntary Association for the Rehabilitation of Afghanistan (VARA),Afghan civilians working for VARA,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,Al-Qa`ida,,,,Unknown,1.0,1.0,,,0.0,0.0,,,0.0,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,It is likely that the Kalashnikov AK-47 was used in the attack.,1.0,0.0,0.0,1.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,"It is likely that the Taliban or Al Qa'ida perpetrated this attack.  Both groups were operating in the region of Afghanistan where the attack occurred.  Also, it is likely that the Kalashnikov AK-47 was the type of gun used.  It is the weapon of choice for fighters of both groups.","Noor Khan, ""Aid worker killed, driver injured in ambush in southern Afghanistan,"" The Associated Press, September 25, 2003.","Noor Khan, ""Aid Worker Killed in Afghanistan Ambush,"" The Associated Press, September 25, 2003.",,CETIS,0,1,0,1,,9-25-2003,2003-09-25,2003-09-25,997
200309280002,2003,9,28,,0,,4,Afghanistan,6,South Asia,Nangarhar,Darah ye Nur,34.623611,70.60333299999998,2.0,0,,"09/28/2003: Suspected Taliban rebels burned down a school for girls in the Dara-e-Noor district of Nangarhar province, in eastern Afghanistan. There were no casualties.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,Afghan civilians,Shaga Primary School,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,The school was completely destroyed in the attack.,0.0,,,,,,,,,,,,,,,,Is is highly likely that the Taliban were responsible for burning the school.  They are opposed to education for women and have destroyed schools in the past.,"Janullah Hashimzadah, ""Afghan Insurgents Burn Down Girls School,"" The Associated Press, September 28, 2003.","Janullah Hashimzadah, ""Suspected Islamic militants burn down girls school in eastern Afghanistan,"" The Associated Press, September 28, 2003.",,CETIS,0,0,0,0,,9-28-2003,2003-09-28,2003-09-28,1000
200309280003,2003,9,28,,0,,4,Afghanistan,6,South Asia,Helmand,Sangin,32.073333,64.833889,1.0,1,"Somewhere between provincial capital of Lashkargah and Sangin, but closer to Sangin","09/28/2003: Taliban rebels ambushed the bodyguards of Helmand provincial governor Sher Mohammed Akhundzada in southern Afghanistan, killing at least seven of the guards. The governor was not with the convoy at the time of the attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Helmand,Governor: Sher Mohammed Akhundzada,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,The ambush was an attempt to assassinate Helmand's provincial governor.,1.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,"It is highly likely that the Helmand provincial governor was the target of this attack, not just his bodyguards.  The Taliban were likely not aware that the governor was not traveling with the convoy.","Noor Khan, ""Rebels Kill 7 Guards in Afghan Ambush,"" The Associated Press, September 28, 2003.","""Seven Killed in Suspected Taliban Attack on Helmand Provincial Governor,"" Agence France-Presse, September 28, 2003.",,CETIS,0,0,0,0,,9-28-2003,2003-09-28,2003-09-28,1000
200311010002,2003,11,1,,0,,4,Afghanistan,6,South Asia,Paktia,Gardez,33.6,69.216944,1.0,0,,"11/01/2003: Taliban and Al-Qa`ida rebels were suspected of carrying out a rocket attack on the U.S. military base in Gardez City, Afghanistan. No one was hurt in the attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States base,422.0,International,,,,,,,,,,,,,,,,,Taliban,,Al-Qa`ida,,,,Unknown,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,,"""Taliban Rebels Attack US Military Base in Southeastern Afghanistan,” Voice of the Islamic Republic of Iran External Service, November 1, 2003.",,,CETIS,0,1,1,1,,11-1-2003,2003-11-01,2003-11-01,1034
200311010003,2003,11,1,,1,,4,Afghanistan,6,South Asia,Unknown,Unknown,,,5.0,0,,"11/01/2003: Suspected Al-Qa`ida gunmen kidnapped Turkish highway engineer Hassan Onal, along with his driver, in Afghanistan. They threatened to kill him unless six Taliban inmates were freed. The outcome of the kidnapping was unknown.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Civilian,Turkish highway engineer Hassan Onal and his driver,209.0,Turkey,,,,,,,,,,,,,,,,,Al-Qa`ida,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,2.0,0.0,,-99.0,,,1.0,,,,,The kidnappers demanded that six Taliban members be freed from prison.,7.0,Unknown,-99.0,,"""Kidnap By Afghan Rebels,” The Independent, November 2, 2003.",,,CETIS,0,1,1,1,,11-1-2003,2003-11-01,2003-11-01,1034
200311050003,2003,11,5,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,"11/05/2003: An improvised explosive device exploded near the offices of Oxfam and Save the Children in Kabul, Afghanistan. The explosion did not result in any casualties, but the building housing the offices of Save the Children was damaged. Although no group claimed responsibility for the attack, members of the Taliban were suspected of being behind the bombing.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,12,NGO,62.0,International NGO,Oxfam,Oxfam offices in Kabul,999.0,Multinational,12.0,NGO,62.0,International NGO,Save the Children,Saven the Children offices in Kabul,999.0,Multinational,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,British bomb disposal experts believed that the bomb was an improvised explosive device.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,A building sustained minor damage in the bombing.,0.0,,,,,,,,,,,,,,,,Taliban militants previously had targeted aid workers in Afghanistan following the U.S. led overthrow of their regime in 2001.,"""Bomb Explodes Near Afghan Offices of Oxfam, Save the Children, No Casualties,” Agence France Presse, November 5, 2003.","""Bomb Blasts Near International Aid Agencies; No Casualty Reported,” Peshawar Sahaar, November 06, 2003.",,CETIS,0,1,1,1,,11-5-2003,2003-11-05,2003-11-05,1038
200311080001,2003,11,8,,1,,4,Afghanistan,6,South Asia,Zabul,Qalat,32.107585,66.91314200000001,1.0,0,,"11/08/2003: Suspected Taliban members attacked the Khak-e-Afghan administrative building in Zabul Province, Afghanistan. At least eight people were killed in the ensuing battle with Afghan security forces, including seven of the perpetrators. The Taliban also kidnapped four close relatives of the district chief and threatened to kill them unless the governor surrendered control of the district to them.",1,1,1,0,,,0,1,0,2,Armed Assault,6.0,Hostage Taking (Kidnapping),,,2,Government (General),21.0,Government Building/Facility/Office,Khak-e-Afghan Government Administration,Khak-e-Afghan administrative building,4.0,Afghanistan,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Relatives of the Khak-e-Afghan District Chief,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,8.0,0.0,7.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,At least one car was destroyed in the attack.  The Khak-e-Afghan administrative building may have sustained damage as well.,1.0,4.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,Zabul province had been a Taliban stronghold before U.S. forces helped remove the group from power in Afghanistan.,"""Eight Killed as Taliban Attack Afghan District Offices,” Agence France Presse, November 08, 2003.","“Afghanistan: Taliban Take Hostages in Zabol Province,” Mashhad Voice of the Islamic Republic of Iran External Service, November 8, 2003.",,CETIS,0,0,0,0,,11-8-2003,2003-11-08,2003-11-08,1041
200311090003,2003,11,9,,0,,4,Afghanistan,6,South Asia,Zabul,Qalat,32.106111,66.906944,1.0,0,,"11/09/2003: Suspected members of the Taliban detonated a bomb via remote-control that had been placed inside Governor Hafizullah Hashim’s bedroom in Qalat, Afghanistan. Although no one was injured in the bombing, the explosion caused damage to the Governor’s residence. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Governor of Zabol Province,"Hafizullah Hashim, Governor of Zabol Province",4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,12.0,Remote Trigger,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,A private residence was damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"""Two Bombs Rock Southeastern Afghanistan, No Injuries Reported,” Agence France Presse, November 9, 2003.",,,CETIS,0,0,0,0,,11-9-2003,2003-11-09,2003-11-09,1042
200311160001,2003,11,16,,0,,4,Afghanistan,6,South Asia,Ghazni,Ghazni,33.55,68.416667,1.0,0,,"11/16/2003: Two gunmen suspected of being members of the Taliban shot and killed a United Nations worker in Ghazni, Afghanistan.  The perpetrators were on a motorcycle next to the victim’s car during the attack.  No group claimed responsibility for the shooting.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations,"Bettina Goidlard, a UN employee working with the UN High Commissioner of Refugees (UNHCR) in Afghanistan",69.0,France,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,2.0,2.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"“French UN Worker Shot Dead in Afghanistan,” Agence France Presse, November 16, 2003.","Jonathan Fowler, “UN Employess From France Shot to Death in Afghanistan,” The Associated Press, November 16, 2003.",,CETIS,0,1,1,1,,11-16-2003,2003-11-16,2003-11-16,1049
200311220006,2003,11,22,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,"11/22/2003: The Taliban claimed responsibility for a bombing attack on the Intercontinental Hotel in Kabul, Afghanistan.   No one was injured, but the building was slightly damaged in the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,8.0,Hotel/Resort,Intercontinental Hotel,The Intercontinental Hotel in Kabul,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,The motive of the attack was to harm foreigners in Afghanistan,0.0,,,,0.0,1.0,8.0,Personal claim,,,,,,,-9.0,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,There was some damage to the building including the destruction of some windows and wall damage.,0.0,,,,,,,,,,,,,,,,,"“AFP: Taliban Claim Responsibility for Kabul Hotel Blast, Warn of Further Attacks,” Agence France Presse, November 23, 2003.","“Rocket damages Hotel in Kabul: Rare Attack in Capital Targets Foreigners,” Ottawa Citizen, November 23, 2003.",,CETIS,0,0,0,0,,11-22-2003,2003-11-22,2003-11-22,1055
200311230001,2003,11,23,,0,,4,Afghanistan,6,South Asia,Paktia,Shakin,32.526124,69.256501,1.0,0,,"11/23/2003: Two United States soldiers were wounded when their vehicle hit a land mine near Shkin, Afghanistan.  Authorities suspected Taliban members were responsible for planting the device.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States soldiers,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,8.0,Land Mine,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,One US military vehicle was damaged in the explosion.,0.0,,,,,,,,,,,,,,,,Shkin was a major trouble spot for the US-led forces in Afghanistan with troops coming under attack from suspected remnants of the Taliban regime and Al-Qa`ida.,"“U.S. Copter Crash Kills 5; Afghan Soldiers Kill 1, Wound 3 in Kabul Protest,” Chicago Tribune, November 24, 2003.","“Five US Soldiers Killed in Afghan Helicopter Crash,” ONASA News Agency, November 24, 2003.",,CETIS,0,1,1,1,,11-23-2003,2003-11-23,2003-11-23,1056
200311280002,2003,11,28,,0,,4,Afghanistan,6,South Asia,Kunar,Unknown,34.846589,71.097317,4.0,0,,11/28/2003: Members of the Taliban attacked US and Afghan military forces in Afghanistan’s Kunar Province.  Two US soldiers were injured in the ambush attack.  An Afghan soldier was injured as well.  The attackers used machine guns and homemade bombs during the battle.,1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,Coalition Forces,Coalition Forces in Konar,217.0,United States,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Coalition Forces,Coalition Forces in Konar,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,,,1.0,2.0,Call (post-incident),,,,,,,-9.0,5,Firearms,2.0,Automatic Weapon,6.0,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,The Taliban used machine guns and homemade bombs.,0.0,0.0,0.0,3.0,0.0,,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Two US, One Afghan Soldier Wounded in Clash With Militants,” Agence France Presse, November 28, 2003.","“Afghanistan: Two US Soldiers wounded in Konar Province,” Radio Afghanistan, November 30, 2003.",,CETIS,0,1,1,1,,11-28-2003,2003-11-28,2003-11-28,1061
200312020004,2003,12,2,,0,,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.617667,65.675942,1.0,0,,"12/02/2003: Suspected Taliban members threw a bomb at the Ghaws Saqolain Mosque in Kandahar City, Afghanistan, where a pro-government cleric, Mola Sayd Ahmad Qaderi, preaches.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Ghaws Saqolain Mosque,Mola Sayd Ahmad Qaderi,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,The specific motive was to intimidate the Mullah supporting the new government in Afghanistan.,1.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,-9,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,"The Cleric insisted that the attack targeted him because he had received death threats in the past due to his support of the government that shifted away from the ""Pakistani propagandists in Kandahar city.""","“Mosque in Afghan Kandahar City Attacked,” BBC Monitoring International Reports, December 3, 2003.","“Afghanistan Briefing 1-3 December 2003,”  BBC Monitoring, December 3, 2003.",,CETIS,0,0,0,0,,12-2-2003,2003-12-02,2003-12-02,1065
200312040001,2003,12,4,,0,,4,Afghanistan,6,South Asia,Farah,Unknown,32.495328,62.262663,4.0,0,,"12/04/2003: At 10:30 am local time, Taliban militants armed with AK- 47s and machine guns attacked a convoy of government census workers on a road in Farah Province, Afghanistan, killing one and wounding eleven.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Central Statistics Office,Census workers working in the Nimroz and Farah provinces,4.0,Afghanistan,7.0,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations,UN Assistance Mission in Afghanistan,999.0,Multinational,,,,,,,,,Taliban,,,,,,Unknown,0.0,,,,2.0,1.0,2.0,Call (post-incident),,,,,,,-9.0,5,Firearms,2.0,Automatic Weapon,,,,,,,,,,,,,AK-47s were used in the attack.,1.0,0.0,0.0,11.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"The attackers waited in two vehicles for the convoy of eight vehicles and fifty-four workers by the side of the road and ambushed the convoy as it approached. The convoy of census workers was heading from Kandahar to Herat Province on assignment. The attack took place 730 kilometers (460 miles) from the capital Kabul. In his claim of responsibility, the Taliban spokesman, Mullah Abdul hakim Latifi, stated via satellite phone: ""We will give such treatment to people who work with the Americans, whether they are foreigners or locals.""","Noor Khan, “One Census Worker Shot Dead, 11 Wounded in Afghanistan,” Associated Press Worldstream, December 4, 2003.","“One Killed, 10 Injured in Afghan Highway Attack,” Xinhua General News Service, December 4, 2003.","“One Census Worker Shot Dead,” Saudi Press Agency, December 4, 2003.",CETIS,0,1,1,1,,12-4-2003,2003-12-04,2003-12-04,1067
200312040003,2003,12,4,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,"12/04/2003: Suspected members of Hezbi-Islami launched rockets in the direction of the U.S. Embassy and the nearby International Security Assistance Force headquarters in Kabul, Afghanistan. U.S. Defense Secretary Donald Rumsfeld had left the U.S. Embassy two hours prior to the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",U.S. Department of Defense,Defense Secretary Donald Rumsfeld,217.0,United States,7.0,Government (Diplomatic),46.0,Embassy/Consulate,United States Department of State,"United States Embassy in Kabul, Afghanistan",217.0,United States,4.0,Military,37.0,NATO,NATO,International Security Assistance Force,999.0,Multinational,Hizb-I-Islami,,,,,,Unknown,0.0,,,,3.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“AFP: Afghanistan Police Say Explosion Heard in Central Kabul,” Hong Kong AFP, December 4, 2003.","Stephen Graham, “Rocket Explodes Near U.S. Embassy Shortly After Rumsfeld Meets with Afghan President,” Associated Press, December 4, 2003.","“TV: No Official Reaction to Kabul Blast So Far, US Top Brass Unwanted Guest,” BBC Worldwide Monitoring, December 4, 2003.",CETIS,0,1,1,1,,12-4-2003,2003-12-04,2003-12-04,1067
200312060001,2003,12,6,,1,2003-12-24,4,Afghanistan,6,South Asia,Zabul,Unknown,32.191878,67.189449,4.0,0,This incident occurred on the main highway between the capital Kabul and the city of Kandahar.,"12/06/2003: Two Indian engineers, Murali age 22 and Vardhaya, 26, were kidnapped by suspected Taliban members while traveling on a highway in Zabul Province between the capital Kabul and the city of Kandahar. They were released unconditionally on December 24, 2003.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,12.0,Construction,The Louis Berger Group Inc.,Road building project in Zabul Province,217.0,United States,14.0,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Indian Contract Engineers,Indian Contract Engineers working on Kabul-Kandahar road.,92.0,India,,,,,,,,,Taliban,,,,,,The specific motive of the kidnappings was to demand the release of 50 Taliban fighters held in Afghan jails.,0.0,,,,0.0,1.0,10.0,Unknown,,,,,,,-9.0,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,,,1.0,2.0,0.0,,18.0,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,2.0,,"Stephen Graham, “Indian Engineers Kidnapped in Afghanistan,” Associated Press Online, December 6, 2003.","“Further on Kidnapped Indians Freed in Afghanistan,” Hong Kong AFP, December 24, 2003.","“Delhi TV Reports Freeing of 2 Engineers in Kabul, Kidnappers Not Taliban,” New Delhi Doordarshan DD News Channel in English December 24, 2003",CETIS,0,1,1,1,,12-6-2003,2003-12-06,2003-12-06,1069
