,Unnamed: 0,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2469,22587,200104250001,2001,4,25,,0,,45,Colombia,3,South America,Antioquia,Alto de San Juan,7.198606,-75.34121800000001,4.0,0,,"04/25/2001: Approximately 250 militants from Fuerzas Armadas Revolucionarias de Colombia (FARC)attacked the Alto de San Juan village, Colombia. Fifteen people died as a result the incident where FARC fighters and members of the Peasant Self-Defense Groups of Cordoba and Uraba (ACCU) clashed. Residents also stated that FARC fighters took a large number of cattle and some horses owned by local people during the incident.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians from the Alto de San Juan village, Colombia",45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,Unknown,0.0,,,250.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,The specific type of gun used in this incident was not reported.,15.0,0.0,,,0.0,,0,,,,,0.0,,,,,,,,,,,,,,,,,"“FARC Attack Town in Uraba,” Medell Colombiano, April 27, 2001.","“Colombian Paramilitary activities,” Medellin el Colombiano, April 27, 2001.",,CETIS,0,0,0,0,
2470,22597,200104280001,2001,4,28,,0,,45,Colombia,3,South America,Antioquia,San Pedro de Uraba,8.283388,-76.383404,1.0,0,,"04/28/2001: Fuerzas Armadas Revolucionarias de Colombia (FARC)rebels killed 21 people in the village of San Pedro de Uraba, Colombia, for alleged collaboration with rightist paramilitary forces.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate civilians in San Pedro de Uraba, Colombia",45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,FARC reportedly carried out the attack against the village for its alleged collaboration with rightist paramilitary forces.,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,The specific type of gun used in this incident was not reported.,21.0,0.0,0.0,,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“At least 30 people killed in leftist rebel attacks in Columbia,” Deutsche Presse-Agentur, April 28, 2001.","“Bogota TV Highlights 301730,” Bogota Inravision Television Canal Uno, April 30, 2001.",,CETIS,0,0,0,0,
2471,22616,200105010007,2001,5,1,,0,,45,Colombia,3,South America,Huila,Pitalito,1.851988,-76.046976,1.0,0,South of Bogota by 230 miles,"05/01/2001: Two unidentified gunmen on motorcycles shot and killed Hector Polania, who was previously a Conservative Party politician, and wounded one of his bodyguards as they traveled on a highway in Pitalito, Huila department, Colombia.  No group claimed responsibility for the attack and no mention of property damage was made.",1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Conservative Party,Hector Polania,45.0,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,"Although the specific motive was unknown, the source notes that the Revolutionary Armed Forces of Colombia (FARC) were responsible for violence in the area, including a previous assassination of a congressman.  The source also notes that Polania had escaped a previous kidnapping attempt two years previously.",0.0,,,2.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,"No weapon detail was provided, although the source does say the two gunmen were on a white motorcycle at the time of the shooting.",1.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Former ruling party politician killed by gunmen in Colombia,"" Associated Press, May 2, 2001.",,,UMD Schmid 2012,-9,-9,0,-9,
2473,22623,200105040003,2001,5,4,,0,,45,Colombia,3,South America,Valle del Cauca,Cali,3.425219,-76.510584,1.0,0,,"05/04/2001: Four people were killed and at least twenty-five more were wounded when a bomb comprised of 110 pounds of explosives and placed in a Chevy pickup truck detonated in the parking lot of the Hotel Torre de Cali in Cali, Valle del Cauca department, Colombia around 7pm.  Among those guests injured at the hotel were the coach and several members of the Once Caldas professional soccer team.  Severe damage was done to the first floor of the hotel, twenty stories of the hotel had their windows blown out, several cars in the area were badly damaged, and buildings four blocks from the explosion had windows broken.  Witnesses saw a vehicle being pushed into the hotel parking lot by two men shortly before the explosion.  One source reported that the National Liberation Army (ELN) of Colombia claimed responsibility for the attack in a fax sent to a radio station, but this was not confirmed among the other sources.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,8.0,Hotel/Resort,Hotel Torre de Cali,Hotel Torre de Cali and its guests,45.0,Colombia,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Private citizens and property,Citizens and property in the vicinity of the explosion,45.0,Colombia,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,"Although the specific motive was unknown, one source speculated that if the ELN was responsible, it was due to frustration over the inability to declare peace with the government because of the actions of militias in the area.  Other sources speculate that as Cali was the site of a big soccer tournament and the Once Caldas were currently guests of the hotel, the bombing was meant to target them.  Sources also speculated that the target might have been the police station across the street from the hotel.",1.0,,,2.0,0.0,1.0,9.0,Other,,,,,,,0.0,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,One of the sources describes the bomb as being comprised of 110 pounds of dynamite and placed in a Chevy pickup truck in the parking lot.,4.0,0.0,0.0,25.0,0.0,0.0,1,4.0,Unknown,,"The first floor of the hotel was destroyed and 20 stories of the hotel had their windows blown out.  Vehicles in the vicinity were set on fire by the explosion, and buildings up to four blocks away had broken windows.",0.0,,,,,,,,,,,,,,,,"One of the sources mentions that the ELN claimed responsibility, but this claim was not confirmed by the other sources.  Witnesses in the vicinity of the explosion saw a vehicle being pushed into the hotel's parking lot by two men shortly before the explosion.  The Hotel Torre de Cali was the tallest building in Cali.  Reports conflicted as to the number injured, with an earlier report saying eight people, while the two later reports said twenty-five and thirty-people were injured.","""Car bomb in Colombia hotel parking lot kills four,"" Associated Press, May 4, 2001.","""Cali car-bomb kills at least four,"" EFE News Service, May 5, 2001.","Phil Stewart, ""Car bomb rips through Colombia hotel, 32 injured,"" Reuters, May 5, 2001.",UMD Schmid 2012,0,0,0,0,
2474,22648,200105140001,2001,5,14,,1,2001-05-16,45,Colombia,3,South America,Casanare,Villanueva,4.608699,-72.928854,1.0,0,,"5/14/2001: At least 190 workers were kidnapped by at least 80 armed members of the United Self-defense Forces of Colombia (AUC) in Villanueva, in the province of Casanare, Colombia, under suspicion of being spies.  The workers were taken off the buses they were traveling on towards their homes after leaving the farms they worked on.  All but twenty-six of the workers were released the following day, while the remaining hostages were released after two days of captivity.  All were uninjured.  The AUC claimed responsibility for the attack over the Caracol radio station.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,,,Workers on their way home from local farms,At least 190 workers,45.0,Colombia,,,,,,,,,,,,,,,,,United Self Defense Units of Colombia (AUC),,,,,,The AUC claimed that they were investigating all of the workers under suspicion of spying.,0.0,,,80.0,0.0,1.0,10.0,Unknown,,,,,,,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,No weapon detail was provided.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,190.0,0.0,,2.0,,,0.0,0.0,0.0,0.0,0.0,0,2.0,Hostage(s) released by perpetrators,190.0,One of the sources says that 190 people were kidnapped while another says that 210 people were kidnapped.  This was the largest mass-abduction ever perpetrated in Colombia.,"Jose Ramos, ""Colombian paramilitaries kidnap 190 farm workers,"" Agence France-Presse, May 17, 2001.","Carlos Osorio, ""Colombian paramilitaries release all hostages,"" Agence France-Presse, May 18, 2001.","Eoin Callan and James Wilson, ""Hostages set free in Colombia,"" Financial Times, May 18, 2001.",UMD Schmid 2012,0,0,0,0,
2475,22654,200105170001,2001,5,17,,0,,45,Colombia,3,South America,Antioquia,Medellin,6.208996,-75.56815300000002,1.0,0,Lleras square in Medellin's El Poblado neighborhood,"05/17/2001: Eight people were killed and at least 137 were injured when a car bomb consisting of 66 pounds of dynamite was detonated remotely in Lleras square, a crowded business area, in El Poblado, Medellin state, Colombia around 10pm.  One source estimated the damage to the area's stores and cars to be around $400,000.  No group claimed responsibility for the attack, although authorities thought that this attack might have been due to a fight between rival gangs in the area.  Witnesses to the bombing saw four people, two men and two women, exiting the vehicle shortly before it exploded.",1,1,1,1,2.0,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,The Lleras square businesses and patrons,Businesses and patrons in the crowded Lleras square area,45.0,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,"Although the specific motive was unknown, sources noted that there was an ongoing war between a local drug gang and a group of paramilitary members.",0.0,,,4.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,"Sources describe the bomb as containing 66 pounds of dynamite, remotely triggered after being left in a car.",8.0,0.0,0.0,137.0,0.0,0.0,1,3.0,Minor (likely < $1 million),400000.0,"One source says that the damage done to the area's cars and stores was at least $400,000.",0.0,,,,,,,,,,,,,,,,Authorities in the area increased security after the attack.,"""Car bomb blast kills seven in Colombia,"" Agence France-Presse, May 18, 2001.","Margarita Martinez, ""Government beefs up security in Colombian city following deadly bombing,"" Associated Press, May 19, 2001.","Ibon Villelabeitia, ""Gang feud seen behind deadly Colombian car bomb,"" Reuters, May 18, 2001.",UMD Schmid 2012,-9,-9,0,-9,
2476,22659,200105210004,2001,5,21,,0,,45,Colombia,3,South America,Bogota,Bogota,4.5981,-74.07603,1.0,0,,"05/21/2001: An MK-82 bomb attached to around 500 pounds of TNT and four devices to detonate the TNT was found buried under fruit in a Chevy truck that was left outside the headquarters of Voz communist newspaper in Bogota, Distrito Capital department, Colombia.  The bomb was deactivated by police, although authorities said that the bomb would not have detonated the way it was set up.  No one was injured and no physical damage was done.  No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Citizens and property in the vicinity of the explosion,Citizens and property near the Chevy truck with the bomb,45.0,Colombia,10.0,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Voz newspaper,Voz newspaper headquarters,45.0,Colombia,,,,,,,,,Unknown,,,,,,"Although the specific motive was unknown, sources note that several other bombs had been detonated in the area recently, killing and injuring many.  One of the sources also notes that the head of the Voz newspaper had been elected to head a group tasked with ending violence in the area.",0.0,,,-99.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,"The bomb was an MK-82, a bomb used by the United States military's airplanes.  The bomb was attached to around 500 pounds of TNT explosives and four detonators.  The bomb was left in a Chevy pick-up truck, buried under fruit.  Authorities said that the bomb would not have detonated even though it was rigged as it was, as it was only meant to detonate when dropped from an airplane.",0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,Authorities in the area increased security after the bomb was found and defused.,"Jared Kotler, ""Colombia says bomb in Bogota aimed to scare, not explode,"" Associated Press, May 22, 2001.","Phil Stewart, ""Fear sweeps Colombia as car bombs back in vogue,"" Reuters, May 22, 2001.","""Colombia police deactivate car bomb in Bogota,"" Xinhua News Agency, May 22, 2001.",UMD Schmid 2012,-9,-9,0,-9,
2477,22672,200105250002,2001,5,25,,0,,45,Colombia,3,South America,Bogota,Bogota,4.638202,-74.08404300000002,1.0,0,The incident occurred at the National University of Colombia,"05/25/2001: Two bombs exploded 10 minutes apart from each other in front of Bogotá’s National University during rush hour, killing 4 people and injuring about 20 others. The authorities were hesitating between leftist guerilla armies, drug traffickers, or a growing rightist paramilitary.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,Colombian citizens,"Inhabitants of Bogota, in front of Bogota's National University",45.0,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,4.0,0.0,0.0,20.0,0.0,0.0,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,,"“Bombs kill 4, injure more than 20 in Bogota,” Contra Costa Times, May 26, 2001","“Bombs Kill 4 in Colombian Capital,” The Washington Post, May 26, 2001",,CETIS,-9,-9,0,-9,
2478,22686,200105280012,2001,5,28,,0,,45,Colombia,3,South America,Unknown,Unknown,,,5.0,0,The mountains in northeast Colombia,"05/28/2001: At least nine bodies, thought to belong to local farmers, were found in the mountains in northeast Colombia.  The bodies had all been decapitated.  No group claimed responsibility for the incident, though sources noted that paramilitary groups were active in the area.",1,1,1,0,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,72.0,Farmer,Private citizens in the area,At least nine local farmers,45.0,Colombia,,,,,,,,,,,,,,,,,Paramilitaries,,,,,,"Although the specific motive for this attack was unknown, sources noted that paramilitary groups were active in the area and responsible for the killing of many citizens.",1.0,,,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,No weapon detail was provided.,9.0,0.0,0.0,0.0,0.0,0.0,0,,,,,-9.0,,,,,,,,,,,,,,,,"It was unclear whether these individuals had been kidnapped prior to their killing.  The sources suggest that these beheaded individuals might have been local farmers recently kidnapped, but this was just speculation.","""Nine Colombian farmers found decapitated in northern countryside,"" Associated Press, May 28, 2001.","""Decapitated bodies found,"" Belfast News Letter, May 30, 2001.","""Nine Colombian farmers slain in northern countryside, officials say,"" The Canadian Press, May 28, 2001.",UMD Schmid 2012,-9,-9,0,-9,
2479,22696,200105300003,2001,5,30,,0,,45,Colombia,3,South America,Cordoba,Unknown,8.402925,-75.899867,4.0,0,,"05/30/2001: Civilians in unspecified locations of Cordoba Department, Colombia were attacked by the Revolutionary Armed Forces of Colombia (FARC). The assailants burned houses and decapitated twenty four individuals.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians living in Cordoba Department, Colombia",45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,Unknown,0.0,,,,,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,5.0,Firearms,5.0,Unknown Gun Type,9.0,Melee,23.0,Knife or Other Sharp Object,,,,,The assailants used some sort of a sharp object to decapitate the victims.,24.0,0.0,,,0.0,,1,4.0,Unknown,,Many houses were burned and destroyed during the attack.,0.0,,,,,,,,,,,,,,,,,"Santiago, Gustavo, ""Colombia: FARC Reportedly Massacre 24 Peasants in Cordoba,"" Bogota Caracol Colombia Radio, May 31, 2001.",,,CETIS,0,0,0,0,
2480,22746,200106150001,2001,6,15,,0,,45,Colombia,3,South America,Meta,San Martin,3.69748,-73.69899000000002,1.0,0,,"06/15/2001: At least 16 people were injured when a car bomb exploded in San Martin, Meta State, in southeast Colombia. No one was killed in the explosion which also caused enormous material damage in the municipality. Police said the car, containing 100 kilograms of dynamite, was parked close to the San Martin police station. No group claimed responsibility for the attack.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Police station,San Martin police station,45.0,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,2.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,A witness said two men parked the car in a street near the police station and abandoned it shortly before the bomb went off. The car contained 100 kilograms of dynamite.,0.0,0.0,0.0,16.0,0.0,0.0,1,2.0,Major (likely > $1 million but < $1 billion),,"The blast caused damage to many public buildings, the police station, two schools, some artistic and cultural buildings as well as the local mayor's office and about 100 houses.",0.0,,,,,,,,,,,,,,,,The attack may have been one of two related incidents (cf. 200106150002). The car bomb explosion was reminiscent of terrorist attacks in other Colombian cities a month earlier which left 12 people dead and 200 injured.,"“At Least 16 Injured in Car Bomb Blast in Colombia,” Xinhua General News Service, June 16, 2001.",,,CETIS,-9,-9,0,-9,200106150002
2481,22747,200106150002,2001,6,15,,0,,45,Colombia,3,South America,La Guajira,Barrancas,10.95667,-72.78886999999997,1.0,0,,"06/15/2001: A car bomb exploded in the city of Barrancas located on the north coast of Colombia. There were no casualties, but the explosion caused important material damage to nearby buildings. The vehicle, loaded with explosives, was abandoned in a neighborhood of the city and was activated through remote control. No group has claimed responsibility for the attack.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Colombian civilian neighborhood,Civilian neighborhood in the city of Barrancas,45.0,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,12.0,Remote Trigger,,,,,,,,,,,,,"The vehicle, loaded with explosives, was abandoned and activated through remote control.",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The blast caused serious material damage to nearby buildings.,0.0,,,,,,,,,,,,,,,,The attack may have been one of two related incidents (cf. 200106150001). The car bomb explosion was reminiscent of terrorist attacks in other Colombian cities a month earlier which left 12 people dead and 200 injured.,"“At Least 16 Injured in Car Bomb Blast in Colombia,” Xinhua General News Service, June 16, 2001.",,,CETIS,-9,-9,0,-9,200106150001
2482,22769,200106250005,2001,6,25,,1,2001-06-28,45,Colombia,3,South America,Risaralda,Pereira district,4.814278,-75.694558,3.0,0,"Between Pereira and San Jose del Palmar, in the state of Risaralda","6/25/2001: Armed gunmen, thought to be members of the Revolutionary Armed Forces of Colombia (FARC), kidnapped Hernan Mejia, the Colombian Soccer Federation's Vice President and organizer of the America Cup Colombia 2011 competition, outside Pereira, Risaralda state, Colombia.  Hernan was released unharmed several days later.  Before his release, the Federation was discussing cancelling the tournament, but after Hernan's release it was thought that the competition would continue.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Colombian Soccer Federation,"Hernan Mejia, Vice President",45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,"Although the specific motive for this attack was unknown, FARC was active in the area in their continued conflict with the government.",0.0,,,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,"Although sources said the men were armed, it was unclear what type of weapons they carried.",0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,4.0,,,0.0,0.0,0.0,0.0,0.0,0,2.0,Hostage(s) released by perpetrators,1.0,One of the sources mentions that 20 other people were kidnapped at the same time but this was not confirmed by the other sources.,"""Colombian Soccer Federation vice president kidnapped,"" Xinhua News Agency, June 26, 2001.","Yadira Ferrer, ""Americas Cup on hold, soccer official in rebel hands,"" Inter Press Service, June 27, 2001.","""FARC's release of football official raises hopes of cup reprieve,"" Caracol Radio website, June 28, 2001.",UMD Schmid 2012,0,0,0,0,
2483,22775,200106260004,2001,6,26,,0,,45,Colombia,3,South America,Arauca,Cano La Pava,6.98336,-71.81668,2.0,0,,"06/26/2001: A dynamite attack staged by suspected guerrillas of the 10th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC)on an electric tower in Cano La Pava, at Kilometer 89 of the Cano Limon-Covenas pipeline in Arauca Department, Colombia, left 250,000 residents of Arauca Department (the municipalities of Arauca, Arauquita, Saravena, Tame, Puerto Rondon, Fortul, and Cravo Norte) without electricity. The explosion melted the cables between Towers 286 and 287 of the 230-kw line, which is part of the national network between the Los Palos station in Bucaramanga and Arauca.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,"Electrical Inter-Connection, Inc.","An electric tower in Cano La Pava, Arauca Department, at Kilometer 89 of the Cano Limon-Covenas pipeline, where the oil pipeline runs parallel to the power line.",45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,,,,,,,,,,,,,The bomb was made of dynamite.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"The explosion melted the cables between Towers 286 and 287 of the 230-kw line, which is part of the national network between the Los Palos station in Bucaramanga and Arauca. This left without electricity some 250,000 residents of Arauca Department (including the municipalities of Arauca, Arauquita, Saravena, Tame, Puerto Rondon, Fortul, and Cravo Norte.)",0.0,,,,,,,,,,,,,,,,"This attack may have also adversely affected the Cano Limon oil complex, even though production previously had been paralyzed due to the guerrilla attacks.","“Colombia: Electrical Towers Dynamited in Arauca, Antioquia,” El Tiempo, June 28, 2001.",,,CETIS,0,0,0,0,
2484,22779,200106270003,2001,6,27,,0,,45,Colombia,3,South America,Antioquia,Medellin,6.270526,-75.57217299999998,1.0,0,,"06/27/2001: A dynamite attack was staged on five electrical towers in northern Medellin in Antioquia Department, Colombia. The attack left without electricity parts of Medellin and Rionegro municipalities.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,Electricity lines in Antioquia Department,Five electrical towers in northern Medellin in Antioquia Department,45.0,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,,,,,,,,,,,,,The explosion was caused by a dynamite attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Five electricity towers were blown up, which left parts of Medellin and Rionegro without electric power.",0.0,,,,,,,,,,,,,,,,Guerillas had blown up over 600 electricity towers since 1999. Most of the attacks on the power infrastructure and the pipelines were staged by the Army of National Liberation.,"“Colombia: Electrical Towers Dynamited in Arauca, Antioquia,” El Tiempo, June 28, 2001.",,,CETIS,-9,-9,0,-9,
2485,22798,200107060003,2001,7,6,,0,,45,Colombia,3,South America,Caqueta,Florencia,1.61456,-75.6053,1.0,0,,"07/06/2001: Unidentified gunmen on a motorcycle shot and killed Jose Dubiel Vasquez, the director of news for the Voice of the Jungle Radio program, as he was leaving the radio station in Florencia, Caqueta state, Colombia.  Although no group claimed responsibility for the attack, sources noted that Vasquez was the second official from the radio station to be killed in less than a year.",1,1,1,0,,,0,1,0,1,Assassination,,,,,10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,Voice of the Jungle Radio program,Jose Dubiel Vasquez,45.0,Colombia,,,,,,,,,,,,,,,,,Gunmen,,,,,,"Although the specific motive was unknown, sources note that Vasquez was the second official from the radio station to be killed in less than a year.  Furthermore, the killing of journalists in the area was common.",1.0,,,2.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,No weapon detail was provided.,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"One of the sources said that a colleague was with Vasquez at the time of the attack, but was not injured.  This claim was not confirmed by the other source.  The Voice of the Jungle Radio program was associated with Radio Caracol.","""Radio news director killed in southern Colombia,"" Associated Press, July 7, 2001.","""Colombian radio journalist assassinated,"" Xinhua News Agency, July 7, 2001.",,UMD Schmid 2012,-9,-9,0,-9,
2487,22814,200107110003,2001,11,7,,1,,45,Colombia,3,South America,Cesar,La Nevadita,10.785085,-73.499038,2.0,0,,"11/07/2001: Mireya Mejia Araujo, a commissioner for peace in the Department of Cesar, was kidnapped by members of the Revolutionary Armed Forces of Colombia (FARC), as she drove through a rural area outside of La Nevadita, Cesar Department, Colombia.  The group later made demands, which included $150,000 in exchange for Castro's release.  The government claimed they would not pay the ransom, but did engage in negotiations with FARC.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Cesar Department commissioner for peace,Mireya Mejia Araujo,45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,"The Revolutionary Armed Forces of Colombia (FARC) demanded a ransom of $150,000.  They had several other demands, including that they not be considered terrorists any longer by the government.  They were in the midst of peace talks with the government at the time of the kidnapping.",0.0,,,-99.0,0.0,1.0,9.0,Other,,,,,,,0.0,13,Unknown,,,,,,,,,,,,,,,No weapon detail was provided.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,22.0,,,1.0,150000.0,0.0,0.0,0.0,0,2.0,Hostage(s) released by perpetrators,1.0,"The hostage was released on November 29, 2001.","Luis Jaime Acosta, ""Colombian FARC rebels kidnap peace commissioner,"" Reuters, November 9, 2001.","""Peace counselor kidnapped in Colombia,"" Amarillo.com, July 11, 2001.","""FARC make 105,000-dollar ransom demand for niece of Araujo Noguera,"" El Espectador website, November 15, 2001.",UMD Schmid 2012,0,0,0,0,
2488,22819,200107150002,2001,7,15,,1,,45,Colombia,3,South America,Meta,Lejanias,3.52721,-74.02371,1.0,0,,07/15/2001: Militants belonging to the Fuerzas Armadas Revolucionarias de Colombia (FARC)kidnapped Alan Jara a former governor of the Meta Department while he was riding in a UN vehicle in Lejanias.,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Former Colombian official.,"Alan Jara, the former Governor of Meta District",45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,The Fuerzas Armadas Revolucionarias de Colombia (FARC)believed that Alan Jara had been a right-wing paramilitary leader.,0.0,,,,0.0,1.0,9.0,Other,,,,,,,-9.0,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,"Fuerzas Armadas Revolucionarias de Colombia (FARC) spokesman, Carlos Antonio Lozada, demanded that a popular trial be held for the governor whom FARC believed was responsible for murders and massacres in the Meta Department.","""Top Colombian rebel group admits kidnapping ex-governor,"" Agence France Presse, July 19, 2001.","""Colombian Rebels Kidnap Former Governor,"" CanWest Interactive, July 17, 2001.","""FARC's Eastern Bloc Admits Kidnaping of ex-Meta Governor,"" Inravision Television Canal, July 19, 2001.",CETIS,0,0,0,0,
