,Unnamed: 0,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
3136,26578,200401160003,2004,1,16,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"01/16/2004: A plane carrying the Georgian Minister of Defense, Davit Tevzadze, was fired upon with a ground-to-air projectile when it took off from the airport in Baghdad, Iraq. No injuries resulted from this attack and there was no claim of responsibility.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Georgian Defense Minister,Davit Tevzadze,74.0,Georgia,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Iraq: Al-Arabiyah TV reports attack on Georgian Minister's Plane,"" Al-Arabiyah Television, January 16, 2004.","""Plane with Georgian defense minister comes under fire in Iraq,"" Agence France Presse, January 16, 2004.","""Georgian Defense Minister's Plane Targeted by Iraqi Missile,"" Kavkasia-Press, January 16, 2004.",CETIS,-9,-9,1,1,
3138,26580,200401180001,2004,1,18,,0,,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.604447,43.685789,1.0,0,,"01/18/2004: A car transporting a bomb exploded near a United States military convoy in Tikrit, Iraq. Two of the car's passengers were killed and another was injured. Authorities believed that the passengers were trying to attack the convoy and misfired the bomb. One of the men in the car was a relative of Saddam Hussein.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,0,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force – Iraq (MNF-I),U.S. Military convoy,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,3.0,1.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,2.0,0.0,2.0,1.0,0.0,1.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Paul Garwood, ""Two killed in Tikrit Car Explosion,"" The Associated Press, January 18, 2004.","""US Army: Car explodes in Tikrit, killing two Iraqi occupants,"" The Associated Press, January 18, 2004.","""Car bomb in Saddam's hometown kills two,"" Xinhua General News Service, January 18, 2004.",CETIS,-9,-9,1,1,
3139,26584,200401180005,2004,1,18,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.320118,44.400986,1.0,0,,"01/18/2004: A pickup truck loaded with 500 kilos of explosives exploded at the Assassin's Gate, the entrance to the main industrial center of Baghdad, Iraq, and also the United States' Military headquarters. Twenty-five were people killed and over 100 were injured in the attack, for which no group claimed responsibility.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,1,3,Bombing/Explosion,,,,,14,Private Citizens & Property,81.0,Museum/Cultural Center/Cultural House,Baghdad Industrial Center,"Assassin's Gate, the entrance to Baghdad's Industrial center",95.0,Iraq,4.0,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,American Military,American Military headquarters in Baghdad,217.0,United States,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,25.0,2.0,,100.0,,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,,"""Massive suicide bombing kills 25 at coalition's Baghdad HQ-Update,"" AFX.com, January 18, 2004.","Jennie Matthew, ""Massive suicide bombing kills 25 at coalition's Baghdad,” Agence France Presse, January 18, 2004.","""Baghdad car bomb was destined for heart of coalition HQ: US military,"" Agence France Presse, January 19, 2004.",CETIS,-9,-9,1,1,
3140,26588,200401220001,2004,1,22,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"01/22/2004: A bomb exploded at the Iraqi Communist Party headquarters in Baghdad, Iraq. Two party members were killed, another was injured, and the building collapsed as a result of the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Iraqi Communist Party,Iraqi Communist Party headquarters,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The building was completely destroyed in the attack.,0.0,,,,,,,,,,,,,,,,,"""Bomb attack hits Iraqi CP; Shi'ite leader appeals for halt to pro-democracy demonstrations,"" Morning Star, January 24, 2004.","""Iraqi Communist Party Issues statement on 22 Jan bombing of Baghdad office,"" Tariq al-Sha'b, January 25, 2004.",,CETIS,-9,-9,0,-9,
3141,26590,200401240001,2004,1,24,,0,,95,Iraq,10,Middle East & North Africa,Saladin,Samarra,34.192537,43.886423,1.0,0,,"01/24/2004: A car bomb exploded in a crowded area outside a courthouse in Samarra, Iraq. Four civilians were killed and the wounded included 32 civilians and six Iraqi policemen. No one claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Civilians,Iraqi Citizens outside a courthouse in Samarra,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,4.0,0.0,0.0,38.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,,"""Three Iraqis killed, 38 injured in Samarra car bomb attack-police,"" AFX.com, January 24, 2004.","Barry Neild, ""Four Iraqis killed in Samarra bomb attack,"" Agence France Presse, January 24, 2004.","""Three Iraqis killed in Samarra car bomb attack,"" Agence France Presse, January 24, 2004.",CETIS,-9,-9,0,-9,
3143,26592,200401260001,2004,1,26,,0,,95,Iraq,10,Middle East & North Africa,Karbala,Karbala,32.614481,44.024968,1.0,0,,"01/26/2004: Iraqi insurgents attacked a hotel housing Polish troops in the southern town of Karbala, Iraq. The Iraqi police then returned fire. One policeman was killed in the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Multi-National Force – Iraq (MNF-I),Iraqi hotel housing Polish troops,161.0,Poland,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Vijay Joshi, ""Insurgents attack Poland's forces in southern Iraq, setting off gun battle,"" The Associated Press, January 27, 2004.","Vijay Joshi, ""Iraqi policeman killed as insurgents attack Polish headquarters,"" The Associated Press, January 27, 2004.",,CETIS,-9,-9,1,1,
3146,26597,200401280002,2004,1,28,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"01/28/2004: A car bomb, disguised as an ambulance, exploded in front of the Shaheen Hotel in Baghdad, Iraq, killing three people, including the driver and injuring fifteen. No one claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,1,Business,8.0,Hotel/Resort,Shaheen Hotel,Shaheen Hotel in Baghdad,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,3.0,0.0,1.0,15.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,,"""Car bomb blasts Baghdad hotel,"" China Daily, January 29, 2004","Jeffrey Gettleman, ""A Suicide bomber kills 3 in Baghdad,"" The New York Times, January 29, 2004.",,CETIS,-9,-9,0,-9,
3147,26599,200401300001,2004,1,30,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"01/30/2004: Two rockets were launched at the Dutch Embassy in Baghdad, Iraq. There were no casualties and no group claimed responsibility.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Dutch Ministry of Foreign Affairs,Dutch Embassy in Baghdad,142.0,Netherlands,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"One of the rooms in the embassy was completely destroyed, while the rest of the building was also badly damaged by the fire that started.",0.0,,,,,,,,,,,,,,,,,"""Al-Arabiya TV: Two rockets target Netherlands Embassy in Baghdad,"" Al-Arabiyah, January 31, 2004.","""Kyodo: Rocket grenade hits Dutch embassy in Baghdad, no Injuries,"" Kyodo World Service, January 31, 2004.","""Netherlands Foreign, Defense Ministries react to attack against embassy in Iraq,"" NRC Handelsblad, January 31, 2004.",CETIS,-9,-9,1,1,
3148,26600,200401310001,2004,1,31,,0,,95,Iraq,10,Middle East & North Africa,At Tamim,Kirkuk,35.46883,44.39098,1.0,1,"The explosion occurred thirty miles southwest of Kirkuk, Iraq.","01/31/2004: A homemade IED was detonated near a United States military convoy 30 miles southwest of Kirkuk, Iraq, killing three soldiers. No one claimed responsibility for the blast.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force – Iraq (MNF-I),U.S. Military convoy,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Maher Chmaytelli, ""Three US soldiers, four Palestinians, 11 Iraqis killed on eve of feast,"" Agence France Presse, January 31, 2004.","Barry Neild, ""Three US soldiers, 10 Iraqis killed in attacks on eve of Muslim feast,"" Agence France Presse, January 31, 2004.",,CETIS,-9,-9,1,1,
3149,26601,200401310002,2004,1,31,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"01/31/2004: A mortar exploded on a street in Baghdad, Iraq, killing four civilians and wounding fourteen others. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in Baghdad,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,4.0,0.0,0.0,14.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Maher Chmaytelli, ""Three US soldiers, four Palestinians, 11 Iraqis killed on eve of feast,"" Agence France Presse, January 31, 2004.","Barry Neild, ""Three US soldiers, 10 Iraqis killed in attacks on eve of Muslim feast,"" Agence France Presse, January 31, 2004.",,CETIS,-9,-9,0,-9,
3150,26602,200401310003,2004,1,31,,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1.0,0,,"01/31/2004: A suicide car bomb detonated outside of a police station in Mosul, Iraq, killing nine people, including policemen and civilians, and wounding forty-five. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Iraqi Police Service (IPS),Police station in Mosul,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,10.0,0.0,1.0,45.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,,"Maher Chmaytelli, ""Three US soldiers, four Palestinians, 11 Iraqis killed on eve of feast,"" Agence France Presse, January 31, 2004.","Barry Neild, ""Three US soldiers, 10 Iraqis killed in attacks on eve of Muslim feast,"" Agence France Presse, January 31, 2004.",,CETIS,-9,-9,0,-9,
3151,26603,200401310004,2004,1,31,,0,,95,Iraq,10,Middle East & North Africa,Kirkuk,Taza Khurmatu,35.29915,44.327279,1.0,0,,"01/31/2004: In Taza, Iraq, assailants opened fire on two leadership members of the Iraqi Turkmen Front, a group opposed to Kurdish demands for a federated state in northern Iraq. Front leader Hussein Abbas was injured and Deputy leader Mahdi Hussein Turkmani was killed. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Iraqi Turkmen Front,Front leader Hussein Abbas,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,The Kurds view the Iraqi Turkmen Front as a pro-Turkey party.,"""Al-Jazirah: Turkoman Front leader 'seriously' injured in attack, Deputy killed,"" Al-Jazirah Television, January 31, 2004.","""Turkmen official killed, another injured in northern Iraq,"" Agence France Presse, January 31, 2004.","""Turkoman official killed in north Iraq; leader wounded,"" BBC Monitoring International Reports, January 31, 2004.”",CETIS,-9,-9,0,-9,
3152,26606,200402010008,2004,2,1,,0,,95,Iraq,10,Middle East & North Africa,Arbil,Arbil,36.191107,44.009101,1.0,0,,"02/01/2004: In the first of two related attacks, a suicide bomber, dressed as an Islamic cleric, bombed the Kurdish Democratic Party (KDP) building in Irbil, Iraq. The bombing took place on a major Muslim holiday, Eid al-Adha (the Festival of Sacrifice), during a reception for worshipers, and was most likely directed at the party leadership attending the meeting. Reports estimated that 100 people were killed, including several party leaders and key figures, and 267 were injured in both attacks.",1,1,1,0,,,1,1,1,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,The Kurdistan Democratic Party (KDP),KDP Headquarters,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,Very high-grade plastic explosives were used in this attack.,50.0,,1.0,133.5,,0.0,1,4.0,Unknown,,"The building was bombed, but the extent of the damage is unclear.",0.0,,,,,,,,,,,,,,,,"This was one of two related attacks (cf. 200402010008-09). Casualty reports were made cumulatively for both attacks, so these figures have been distributed evenly across the two cases in order to preserve the statistical accuracy of the database. These bombings may have had an influence on the negotiations over Kurdistan's push for more independence in Iraq's interim government. The KDP and the PUK both issued statements of unity in the face of opposition, and stated a renewed drive for more Kurdish independence.","Correspondents in Arbil, Iraq, ""Iraqi Kurds grieve for holiday blast victims,"" Nationwide News Pty Limited, The Australian, (Agence France-Presse), February 02, 2004.","Tom Lasseter, ""Bombs shake unity efforts: 110 confirmed dead, more than 200 hurt,"" The Gazette (Montreal, Quebec), Knight Ridder, February 3, 2004.","Rory McCarthy, ""Kurd rivals unite as they mourn bomb victims: Suicide blasts in Iraq that claimed 67 lives have increased resolve to demand autonomy,"" The Guardian (London), February 3, 2004.",CETIS,-9,-9,0,-9,200402010009
3153,26607,200402010009,2004,2,1,,0,,95,Iraq,10,Middle East & North Africa,Arbil,Arbil,36.191107,44.009101,1.0,0,,"02/01/2004: In the second of two related attacks, a suicide bomber, dressed as an Islamic cleric, bombed the Patriotic Union of Kurdistan (PUK) headquarters in Irbil, Iraq. The bombing took place on a major Muslim holiday, Eid al-Adha (the Festival of Sacrifice), during a reception for worshipers, and was most likely directed at the party leadership attending the meeting. Reports estimated that 100 people were killed, including several party leaders and key figures, and 267 were injured in both attacks.",1,1,1,0,,,1,1,1,3,Bombing/Explosion,,,,,22,Violent Political Party,110.0,Party Office/Facility,Patriotic Union of Kurdistan (PUK),Headquarters,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,Very high-grade plastic explosives were used in this attack.,50.0,,1.0,133.5,,0.0,1,4.0,Unknown,,"The building was bombed, but the extent of the damage is unclear.",0.0,,,,,,,,,,,,,,,,"This was one of two related attacks (cf. 200402010008-09). Casualty reports were made cumulatively for both attacks, so these figures have been distributed evenly across the two cases in order to preserve the statistical accuracy of the database. These bombings may have had an influence on the negotiations over Kurdistan's push for more independence in Iraq's interim government. The KDP and the PUK both issued statements of unity in the face of opposition, and stated a renewed drive for more Kurdish independence.","Correspondents in Arbil, Iraq, ""Iraqi Kurds grieve for holiday blast victims,"" Nationwide News Pty Limited, The Australian, (Agence France-Presse), February 02, 2004.","Tom Lasseter, ""Bombs shake unity efforts: 110 confirmed dead, more than 200 hurt,"" The Gazette (Montreal, Quebec), Knight Ridder, February 3, 2004.","Rory McCarthy, ""Kurd rivals unite as they mourn bomb victims: Suicide blasts in Iraq that claimed 67 lives have increased resolve to demand autonomy,"" The Guardian (London), February 3, 2004.",CETIS,-9,-9,0,-9,200402010008
3154,26614,200402100001,2004,2,10,,0,,95,Iraq,10,Middle East & North Africa,Babil,Iskandariyah,32.885040000000004,44.348,1.0,0,,"02/10/2004: A suicide bomber, detonated his truck-bomb, targeting Iraqi military recruits who were waiting outside an police recruitment center in Iskandariya, outside of Baghdad, Iraq.  Approximately 71 people were killed and 150 others were injured in the attack. United States forces suspected al-Qa`ida of planning the bombing.",1,1,1,0,,,1,1,1,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Military/Police Recruits,95.0,Iraq,,,,,,,,,,,,,,,,,Tawhid and Jihad,,,,,,Unknown,1.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,71.0,0.0,1.0,150.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"“Voice of Mujahidin Commentary Blames ‘Non-Iraqis’ for Al-Iskandariyah Explosion,” Voice of the Mujahidin, February 11, 2004.","“LBC Reports 'More Than 50' Killed in Baghdad Explosion,”  LBC SAT Television, February 11, 2004.","“Suicide Car Bombing Kills at Least 50, Injures Dozens in Iraq,”  Xinhua, February 10, 2004.",CETIS,0,0,0,0,200402110004
3155,26617,200402110004,2004,2,11,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"02/11/2004: A suicide bomber driving a car targeted Iraqi military recruits waiting outside an army recruitment center in Baghdad. 47 Iraqis were killed. United States forces suspect that al-Qa`ida of planning the bombing, but there was no evidence to prove this. This was the second of two vehicle bombings on recruitment centers in the Baghdad area, targeting Iraqi recruits for the army and police force. This was one of 2 related attacks in the Baghdad area from 02/10/2004 to 02/11/2004.",1,1,1,1,1.0,Insurgency/Guerilla Action,1,1,1,3,Bombing/Explosion,,,,,4,Military,28.0,Military Recruiting Station/Academy,Iraqi Armed Forces,Iraqi military recruits outside an army recruitment center in Baghdad,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,47.0,0.0,1.0,,0.0,0.0,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,"United States forces suspected that al-Qaeda was behind the bombing, but were unable to find concrete evidence to prove this. This bombing was one of 2 related attacks (cf. 200402100004).","Bryson Hull, Bomb blast kills 44 Iraqis,"" Courier Mail (Queensland, Australia), February 12, 2004.",,"""In one day, bombs in vehicles kill 100 Iraqis looking for work,” The Washington Post, February 15, 2004.",CETIS,-9,-9,0,-9,200402100001
3156,26621,200402150006,2004,2,15,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,1,The attack occurred on the road linking Baghdad with the city of Babil.,"02/15/2004: Gunmen opened fire at a car carrying American missionaries while they were on the road linking Baghdad with the city of Babil, Iraq. One American missionary was killed and three of his co-workers were injured. No one claimed responsibility for the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,85.0,Religious Figure,U.S. Christian Missionaries,U.S. Christian Missionaries in Iraq,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,3.0,3.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“One ‘Missionary’ killed, 3 injured in an attack on Baghdad-Babil Road,” London Quds Press, February 16, 2004.","“One US Civilian Killed, 3 Others Injured in Ambush on Babil-Baghdad Road,” Al-Jazirah Satellite Channel Television, February 16, 2004.",,CETIS,-9,-9,1,1,
3157,26622,200402160001,2004,2,16,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"02/16/2004: An explosive device went off in a schoolyard in northern Baghdad, Iraq, killing two children and wounding three others. The police discovered another unexploded bomb near the blast site but they managed to defuse it. The explosion was in a mostly Shiite working class area of Baghdad, however there was no more information on who was responsible for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,Iraqi civilians,Children in a schoolyard in a Shiite working class area of northern Baghdad,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17.0,Other Explosive Type,,,,,,,,,,,,,A homemade bomb burried in a leaf pile was used in the attack,2.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Schoolyard blast kills boy: 2 U.S. soldiers also slain in bombings. Violence comes amid concerns over whether Iraq stable enough for handover of authority,” The Gazette, February 17, 2004.","“At Least One Iraqi Child Is Killed in an Explosion in a Schoolyard,” The New York Times, February 17, 2004.",,CETIS,-9,-9,0,-9,
3158,26623,200402160002,2004,2,16,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.75,44.633333,1.0,0,,"02/16/2004: An explosion occurred in Baquba, Iraq, an area of the Sunni triangle. The bomb struck a convoy, killing a soldier from Task Force Iron Horse and wounding four others. No one claimed responsibility for the attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force – Iraq (MNF-I),"A convoy from Task Force Iron Horse in Baquba, Iraq",217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,2.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,Authorities were investigating the possibility that the bomb was detonated using a cell phone.,1.0,1.0,0.0,4.0,4.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“3 U.S. soldiers, 1 U.S. civilian killed, Roadside bombs fatal to troops; R.I. minister dies in car ambush,” The Seattle Times, February 17, 2007.","“Schoolyard blast kills boy: 2 U.S. soldiers also slain in bombings. Violence comes amid concerns over whether Iraq stable enough for handover of authority,” The Gazette, February 17, 2004.","“At Least One Iraqi Child Is Killed in an Explosion in a Schoolyard,” The New York Times, February 17, 2004.",CETIS,-9,-9,1,1,
3159,26624,200402160003,2004,2,16,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"02/16/2004: A bomb attack on a US convoy occurred in Baghdad, Iraq. The attack killed one U.S. soldier from 1st Armored Division and wounded another. No one claimed responsibility for the attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force – Iraq (MNF-I),1st Armored Division in Iraq,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“3 U.S. soldiers, 1 U.S. civilian killed. Roadside bombs fatal to troops; R.I. minister dies in car ambush,” The Seattle Times, February 17, 2007.","“Schoolyard blast kills boy: 2 U.S. soldiers also slain in bombings. Violence comes amid concerns over whether Iraq stable enough for handover of authority,” The Gazette, February 17, 2004.","“At Least One Iraqi Child Is Killed in an Explosion in a Schoolyard,” The New York Times, February 17, 2004.",CETIS,-9,-9,1,1,
